OBJECTID,ID,ADDRESS,TERMINAL_NUMBER,LATITUDE,LONGITUDE,INSTALLED,LOCKED,INSTALL_DATE,REMOVAL_DATE,TEMPORARY_INSTALL,NUMBER_OF_BIKES,NUMBER_OF_EMPTY_DOCKS,X,Y,SE_ANNO_CAD_DATA,OWNER
328739252,493,Alabama Ave & Stanton Rd SE / Shops at Park Village,31813,38.84627,-76.98185,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,3,16,401575.58698417,130941.02523883,,DC
328739253,494,Mississippi Ave & 19th St SE / THEARC,31814,38.84377,-76.97557,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,14,5,402120.82301757,130663.63495458,,DC
328739254,495,19th & Savannah St SE,31815,38.84623,-76.97703,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,1,10,401994.00843863,130936.67919577,,DC
328739255,496,4th St & Mississippi Ave SE,31816,38.836,-77.0009,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,14,5,399921.86047978,129800.82808676,,DC
328739256,497,1st & S Capitol St SE / Oxon Run Trail,31817,38.824481,-77.005497,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,15,3,399522.66417816,128522.15576317,,DC
328739257,498,Livingston Rd & 3rd St SE,31818,38.82373,-77.00223,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,10,5,399806.35436098,128438.77779685,,DC
328739258,499,Joliet St & MLK Ave SW/Bald Eagle Rec Ctr,31819,38.81909,-77.01033,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,5,13,399102.91954224,127923.75575858,,DC
328739259,500,37th & Ely Pl SE,31715,38.883011,-76.949709,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,5,10,404363.47443248,135020.59106453,,DC
328739260,501,15th St & Pennsylvania Ave NW,31129,38.896465,-77.033381,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,17,2,397104.25962454,136513.41770588,,DC
328739261,505,Maine Ave & 9th St SW,31646,38.88044,-77.025236,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,12,3,397810.3316151,134734.29111053,,DC
328739262,506,Lincoln Rd & Seaton Pl NE/Harry Thomas Rec Center,31523,38.915,-77.0078,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,5,14,399323.54012973,138570.45287747,,DC
328739263,507,Blueridge Ave & Elkin St,32073,39.04313,-77.05006,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,4,11,395666.3153108,152795.28723461,,
328739264,508,Georgia Ave & Kennedy St NW,31415,38.95674,-77.02791,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,3,14,397580.9044781,143204.29914198,,DC
328739265,509,7th St & Massachusetts Ave NE,31647,38.89222,-76.99602,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,12,7,400345.27823457,136041.66724467,,DC
328739266,510,Anacostia Park,31820,38.87335,-76.9834,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,12,6,401440.48609721,133947.07578113,,DC
328739267,511,Twinbrook Metro,32074,39.062041,-77.120776,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,4,10,389547.22460493,154900.35101059,,
328739268,512,White Flint Metro,32075,39.04753,-77.11287,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,3,22,390229.47146744,153288.58874682,,
328739269,513,Citadel Ave & McGrath Blvd,32076,39.049,-77.10933,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,1,14,390536.10487958,153451.40235199,,
328739270,514,Rockville Pike & Old Georgetown Rd,32077,39.049765,-77.11368,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,6,9,390159.66327327,153536.78591612,,
328739271,515,Woodglen Dr & Executive Blvd,32078,39.04317,-77.1135,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,4,11,390174.3341235,152804.64762876,,
328739272,516,Executive Blvd & E Jefferson St,32079,39.04873,-77.1257,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,9,6,389119.03377561,153423.25344851,,
328739273,517,Fishers Ln & Rock Creek Mill Rd,32080,39.0629,-77.113454,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,14,1,390181.03839473,154994.89700637,,
328739274,518,Congressional Ln & E Jefferson St,32081,39.06219,-77.129235,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,5,10,388815.14917769,154917.89423183,,
328739275,519,Garland Ave & Walden Rd,32082,39.00048,-77.00077,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,10,5,399933.30130751,148059.49329491,,
328739276,520,Greensboro & Pinnacle Dr,32227,38.92245,-77.23034,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,4,9,380025.7275732,139422.63616382,,
328739277,521,1301 McCormick Dr / Wayne K. Curry Admin Bldg,32400,38.908391,-76.843263,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,3,12,413594.36716813,137848.44081626,,
328739278,522,Largo Town Center Metro,32401,38.899811,-76.844604,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,1,15,413479.67880639,136895.79387366,,
328739279,523,Baltimore Ave & Van Buren St / Riverdale Park Station,32402,38.969581,-76.937349,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,6,11,405429.28841871,144631.26332121,,
328739280,524,Baltimore Ave & Jefferson St,32403,38.95548,-76.940133,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,6,9,405189.0556649,143065.75926068,,
328739281,525,Perry & 35th St,32404,38.936213,-76.960054,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,14,1,403463.31126239,140926.00580608,,
328739282,526,Rockville Pike & Meeting St,32083,39.050539,-77.115212,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,0,14,390027.15922295,153622.87491098,,
328739283,527,Potomac Ave & Half St SW,31648,38.870201,-77.010837,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,7,15,399059.564052,133597.43811401,,DC
328739284,529,Crystal Dr & Potomac Ave,31925,38.848304,-77.05122,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,3,8,395553.75965314,131167.90422253,,
328739285,530,Largo Rd & Campus Way / Prince Georges's Comm Col,32405,38.88994,-76.825535,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,5,10,415135.8933892,135803.02524401,,
328739286,531,Stanton Square SE,31822,38.855004,-76.984512,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,5,14,401344.3364042,131910.51845013,,DC
328739287,532,14th & Newton St NW,31649,38.931991,-77.032956,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,8,11,397142.5512971,140457.08506238,,DC
328739288,533,48th Pl & MacArthur Blvd NW,31322,38.917304,-77.09629,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,4,15,391649.4609413,138830.59122064,,DC
328739289,534,14th & Luzon St NW,31416,38.969489,-77.033509,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,2,15,397096.13141553,144619.72035474,,DC
328739290,535,1st & M St SE,31650,38.876893,-77.006072,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,10,8,399473.12064057,134340.26201911,,DC
328739291,536,Fleet St & Waterfront St,32406,38.782633,-77.016059,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,9,6,398604.68836866,123876.87422328,,
328739292,537,Oxon Hill Park & Ride,32407,38.798749,-77.00103,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,4,10,399910.5270042,125665.72542345,,
328739293,538,11th & Park Rd NW,31651,38.931942,-77.028357,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,4,15,397541.30571036,140451.51172761,,DC
328739294,539,4th & M St SE,31652,38.876751,-77.000736,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,10,8,399936.13570809,134324.48167991,,DC
328739295,540,Kansas Ave & Sherman Cr NW,31417,38.948057,-77.021467,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,2,16,398139.12396604,142240.25608725,,DC
328739296,541,Campus Commons,32228,38.944707,-77.335425,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,3,8,370922.23982449,141921.57807479,,
328739297,542,Park Run & Onyx Dr,32229,38.92755,-77.226644,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,4,7,380347.63656968,139987.97567858,,
328739298,543,7th & K St NW,31653,38.902674,-77.021392,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,11,8,398144.44482152,137202.35439866,,DC
328739299,544,King Greenleaf Rec Center,31654,38.876211,-77.012443,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,10,8,398920.28614755,134264.61092602,,DC
328739300,545,Montello Ave & Holbrook Terr NE,31524,38.907444,-76.986813,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,9,10,401143.77197127,137731.72831818,,DC
328739301,546,New Jersey Ave & F St NW,31655,38.897108,-77.011616,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,12,20,398992.34242003,136584.33049353,,DC
328739302,547,Maryland Ave & 17th St NE,31656,38.901935,-76.978627,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,9,10,401853.92631338,137120.31905717,,DC
328739303,548,Massachusetts Ave & 6th St NE,31657,38.892934,-76.998273,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,6,13,400149.82149334,136120.92075379,,DC
328739304,549,Woodley Park Metro / Calvert St & Connecticut Ave NW,31323,38.923389,-77.051833,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,12,11,395505.27970405,139502.94951435,,DC
328739305,550,McLean Metro,32230,38.924002,-77.208127,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,15,3,381952.34986539,139590.29495076,,
328739306,551,Trinidad Rec Center,31525,38.906299,-76.983221,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,10,9,401455.34677634,137604.67511904,,DC
328739307,552,Rosedale Rec Center,31658,38.897808,-76.979634,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,9,10,401766.67981983,136662.16902837,,DC
328739308,553,11th & C St SE,31659,38.885908,-76.991476,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,6,12,400739.55076938,135341.01300804,,DC
328739309,554,New Hampshire & Gallatin St NW,31418,38.951596,-77.012808,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,14,5,398889.78818014,142632.97619532,,DC
328739310,555,United Medical Center,31823,38.835737,-76.983144,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,3,15,401463.47177436,129771.76802207,,DC
328739311,556,18th & New Hampshire Ave NW,31324,38.911268,-77.041829,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,10,9,396372.16415257,138156.97222624,,DC
328739312,560,Dunn Loring Metro,32231,38.8828,-77.2283,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,15,3,380191.62134775,135020.73555047,,
328739313,561,Oglethorpe St & 42nd Ave,32408,38.959361,-76.946361,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,10,5,404648.98200656,143496.25034327,,
328739314,562,Southern Ave Metro,32409,38.840107,-76.9753,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,1,13,402144.37234077,130257.02293383,,
328739315,563,Queens Chapel & Hamilton St,32410,38.9546,-76.9595,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,14,1,403510.43742267,142967.14840716,,
328739316,564,Northwestern High School,32411,38.975505,-76.952199,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,6,9,404142.05440511,145288.1052711,,
328739317,565,New Hampshire Ave & East-West Hwy,32412,38.974205,-76.995227,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,14,1,400413.59777505,145142.71916183,,
328739318,566,Rhode Island Ave & 39th St / Brentwood Arts Exchange,32413,38.939271,-76.955047,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,8,7,403897.25009772,141265.67250703,,
328739319,567,Riggs Rd & East West Hwy,32414,38.9725,-76.9807,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,11,6,401672.45505879,144953.61383367,,
328739320,568,Tanger Outlets,32415,38.7968,-77.0026,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,10,4,399774.13967395,125449.3771287,,
328739321,569,Chillum Rd & Riggs Rd / Riggs Plaza,32416,38.961737,-76.995922,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,5,10,400353.43533076,143758.65047423,,
328739322,570,Hyattsville Library / Adelphi Rd & Toledo Rd,32417,38.9698,-76.9493,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,10,5,404393.61038733,144654.93141295,,
328739323,571,George Mason High School / Haycock Rd & Leesburg Pike,32600,38.895172,-77.190275,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,5,6,383493.70600472,136386.55726839,,
328739324,572,State Theatre / Park Pl & N Washington St,32601,38.882746,-77.170032,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,4,8,385247.2082725,135003.71122648,,
328739325,573,N Oak St & W Broad St,32602,38.88837,-77.179832,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,0,12,384398.14418696,135629.64688365,,
328739326,574,Pennsylvania Ave & Park Ave,32603,38.887403,-77.176992,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,9,3,384644.3283345,135521.82102087,,
328739327,575,E Fairfax St & S Washington St,32604,38.880612,-77.171891,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,5,7,385085.46665642,134767.12337388,,
328739328,576,N Roosevelt St & Roosevelt Blvd,32606,38.878085,-77.153953,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,12,0,386641.42545237,134483.82977891,,
328739329,577,W Broad St & Little Falls St,32605,38.883601,-77.173438,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,4,8,384951.86805204,135099.17857073,,
328739330,578,S Maple Ave & S Washington St,32607,38.87972,-77.178408,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,3,9,384519.81077055,134669.18967693,,
328739331,579,Falls Church City Hall / Park Ave & Little Falls St,32608,38.885434,-77.173605,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,2,10,384937.76547853,135302.68288102,,
328739332,580,W Columbia St & N Washington St,32609,38.885621,-77.166917,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,3,9,385518.063853,135322.35905472,,
328739333,581,West Falls Church Metro,32232,38.9001,-77.1887,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,2,17,383631.46732986,136933.31976695,,
328739334,582,Jones Branch Drive & Scotts Crossing Rd,32233,38.928502,-77.215624,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,6,5,381303.43158808,140091.34087456,,
328739335,583,Georgia Ave & Morton St NW,31419,38.932128,-77.0235,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,19,0,397962.43730388,140472.03972788,,DC
328739336,584,Merrilee Dr & Lauren Elizabeth Lane,32234,38.879355,-77.230681,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,11,0,379984.06870252,134638.83477072,,
328739337,585,Merrifield Cinema & Merrifield Town Center,32235,38.870093,-77.22997,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,4,7,380043.17117128,133610.53068885,,
328739338,586,Rhode Island & Montana Ave NE,31526,38.9243,-76.9859,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,8,11,401222.67184421,139602.89664557,,DC
328739339,587,7th & S St NW,31130,38.914204,-77.022175,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,12,7,398076.83783137,138482.29494212,,DC
328739340,588,North Capitol & R St NE,31527,38.912524,-77.008798,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,6,7,399236.96146732,138295.60421426,,DC
328739341,589,17th & Upshur St NW,31420,38.942146,-77.038684,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,6,12,396646.3830036,141584.57395993,,DC
328739342,590,Grant Circle,31421,38.942025,-77.018221,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,5,14,398420.37120187,141570.58897373,,DC
328739343,591,14th & Otis Pl NW,31131,38.934405,-77.032687,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,9,10,397165.9708825,140725.05164837,,DC
328739344,592,John McCormack Rd NE,31528,38.938889,-76.997226,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,4,15,400240.49629906,141222.31123502,,DC
328739345,593,West Hyattsville Metro,32418,38.955349,-76.968084,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,14,2,402766.3690092,143049.99915267,,
328739346,594,Capitol Heights Metro,32419,38.888524,-76.913188,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,1,18,407531.61870631,135634.95593876,,
328739347,595,Prince George's Plaza Metro,32420,38.965742,-76.954803,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,0,17,403916.94908185,144204.20467675,,
328739348,596,Riverdale Park Town Center,32421,38.962119,-76.935578,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,16,1,405583.34648355,143803.01821205,,
328739349,597,The Mall at Prince Georges,32422,38.968842,-76.954171,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,4,13,403971.54791212,144548.36117491,,
328739350,598,Wheaton Library & Community Rec Center,32084,39.047323,-77.051097,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,3,8,395576.80296517,153260.8071153,,
328739351,599,Edgewood Rec Center,31529,38.924144,-77.002098,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,7,8,399818.07296803,139585.48698481,,DC
328739352,601,8th & K St NE,31660,38.902732,-76.99515,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,4,11,400420.69163128,137208.58663218,,DC
328739353,602,Kingman Island/The Fields at RFK,31716,38.895955,-76.967845,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,16,3,402789.40707552,136456.76548407,,DC
328739354,603,Kenilworth Terrace & Hayes St. NE,31717,38.900468,-76.947287,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,12,7,404572.49908828,136958.57339277,,DC
328739355,604,National Harbor Carousel,32423,38.7859,-77.0167,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,6,9,398549.06041287,124239.54062107,,
328739356,605,Valley Ave & Wheeler Rd SE,31824,38.836646,-76.993589,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,8,10,400556.60881249,129872.55765109,,DC
328739357,606,Ridge Rd Community Center,31718,38.876227,-76.940981,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,3,16,405121.24192941,134267.96893124,,DC
328739358,607,Fort Stanton Rec Center,31825,38.857369,-76.977688,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,0,18,401936.58573692,132173.17304689,,DC
328739359,608,Reservoir Rd & 38th St NW,31325,38.912614,-77.074323,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,4,13,393554.0764806,138308.18218014,,DC
328739360,609,22nd & H St NW,31127,38.898925,-77.048852,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,0,17,395762.32506289,136787.10174904,,DC
328739361,610,8th & H St NE,31661,38.899942,-76.994897,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,16,3,400442.65430135,136898.87539022,,DC
328739362,611,Hardy Rec Center,31326,38.909701,-77.085646,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,6,11,392571.74637945,137985.67574493,,DC
328739363,612,The Shoppes @ Burnt Mills,32085,39.031314,-77.004122,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,19,0,399643.09999715,151482.40033594,,
328739364,613,Briggs Chaney & Castle Dr,32086,39.081638,-76.945495,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,16,3,404715.93510261,157070.34512911,,
328739365,614,White Oak Rec Center,32087,39.046144,-76.975723,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,11,4,402101.56637888,153128.96633728,,
328739366,615,Briggs Chaney Park & Ride,32088,39.077875,-76.941867,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,8,15,405030.10645628,156652.8002013,,
328739367,616,Stewart & April,32090,39.044944,-76.981155,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,13,6,401631.36656945,152995.64175745,,
328739368,617,Stewart Ln & Old Columbia Pike,32091,39.045652,-76.985438,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,6,13,401260.58497141,153074.16988863,,
328739369,618,New Hampshire & Lockwood,32089,39.039102,-76.991824,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,5,13,400707.83484919,152346.97775053,,
328739370,619,Castle Blvd & Castle Ln,32092,39.085314,-76.940547,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,5,14,405143.78498788,157478.69322853,,
328739371,620,Oak Leaf & Lockwood,32094,39.037981,-76.994539,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,1,18,400472.79194955,152222.51675655,,
328739372,621,White Oak Transit Center,32093,39.04104,-76.987125,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,9,10,401114.6190784,152562.16422951,,
328739373,622,Wilson Blvd. & N. Vermont St.,31926,38.879477,-77.114563,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,6,5,390059.50617897,134633.32554902,,
328739374,624,Minnesota Ave & R St SE,31826,38.869337,-76.978519,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,10,9,401864.14589239,133501.69119896,,DC
328739375,625,Vy Reston Heights,32236,38.949008,-77.355299,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,3,8,369201.24328126,142405.54202484,,
328739376,626,1st & K St NE,31662,38.902386,-77.005649,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,3,14,399510.00029856,137170.18182649,,DC
328739377,1,Eads St & 15th St S,31000,38.858971,-77.05323,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,12,2,395379.96861159,132352.11690319,,
328739378,2,18th St & S Eads St,31001,38.85725,-77.05332,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,2,9,395372.04558977,132161.07808121,,
328739379,3,Crystal Dr & 20th St S,31002,38.856425,-77.049232,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,13,4,395726.81757513,132069.29786306,,
328739380,4,Crystal Dr & 15th St S,31003,38.86017,-77.049593,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,10,0,395695.7097594,132485.03678691,,
328739381,5,Aurora Hills Cmty Ctr / 18th St & S Hayes St,31004,38.857866,-77.05949,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,0,11,394836.55986472,132229.789395,,
328739382,6,Pentagon City Metro / 12th St & S Hayes St,31005,38.862303,-77.059936,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,19,0,394798.17263784,132722.3537753,,
328739383,7,Army Navy Dr & S Joyce St,31006,38.8637,-77.0633,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,9,6,394506.31966949,132877.62800884,,
328739384,8,Crystal City Metro / 18th St & S Bell St,31007,38.857405,-77.051132,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,18,1,395561.96451388,132178.17554745,,
328739385,10,Crystal Dr & 27th St S,31009,38.848466,-77.051514,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,4,6,395528.24862718,131185.90171978,,
328739386,11,S Glebe Rd & Potomac Ave,31010,38.8426,-77.0502,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,5,6,395641.95431057,130534.67130912,,
328739387,12,Crystal Dr & 23rd St S,31011,38.8533,-77.0498,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,1,16,395677.32772972,131722.42730273,,
328739388,13,Clark St & 26th St S,31012,38.850688,-77.05152,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,4,7,395527.86699294,131432.55965392,,
328739389,14,19th St & Pennsylvania Ave NW,31100,38.9003,-77.0429,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,9,5,396278.70399052,136939.47827919,,DC
328739390,15,14th & V St NW,31101,38.917931,-77.032112,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,18,13,397215.18125533,138896.27924504,,DC
328739391,16,11th & Kenyon St NW,31102,38.929464,-77.027822,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,12,15,397587.60905935,140176.41805133,,DC
328739392,17,16th & Harvard St NW,31103,38.926088,-77.036536,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,19,14,396831.8852902,139801.91944918,,DC
328739393,18,Adams Mill & Columbia Rd NW,31104,38.922925,-77.042581,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,7,7,396307.54666751,139451.02670294,,DC
328739394,19,14th & Harvard St NW,31105,38.9268,-77.0322,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,7,11,397207.89698712,139880.81598519,,DC
328739395,20,Calvert & Biltmore St NW,31106,38.923203,-77.047637,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,7,16,395869.12679181,139482.10370448,,DC
328739396,21,Lamont & Mt Pleasant NW,31107,38.9319,-77.0388,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,15,4,396635.84323825,140447.18241804,,DC
328739397,22,4th & M St SW,31108,38.8767,-77.0178,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,20,3,398455.45488951,134318.97061928,,DC
