OBJECTID,ID,ADDRESS,TERMINAL_NUMBER,LATITUDE,LONGITUDE,INSTALLED,LOCKED,INSTALL_DATE,REMOVAL_DATE,TEMPORARY_INSTALL,NUMBER_OF_BIKES,NUMBER_OF_EMPTY_DOCKS,X,Y,SE_ANNO_CAD_DATA,OWNER
328739398,23,15th & P St NW,31201,38.90985,-77.034438,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,13,6,397013.12734699,137999.29479922,,DC
328739399,24,14th & R St NW,31202,38.913046,-77.032008,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,7,11,397224.01021383,138354.00042874,,DC
328739400,25,14th & Rhode Island Ave NW,31203,38.9086,-77.0323,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,9,11,397198.51101235,137860.46677503,,DC
328739401,26,20th & E St NW,31204,38.8963,-77.045,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,11,4,396096.32377953,136495.53410413,,DC
328739402,27,21st & I St NW,31205,38.900711,-77.046449,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,6,29,395970.87456055,136985.25322801,,DC
328739403,28,Georgia & New Hampshire Ave NW,31400,38.936684,-77.024181,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,7,11,397903.52530681,140977.81085891,,DC
328739404,29,14th St & Spring Rd NW,31401,38.9375,-77.0328,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,11,7,397156.2969996,141068.6272297,,DC
328739405,30,John McCormack Dr & Michigan Ave NE,31502,38.9346,-76.9955,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,8,3,400390.15805724,140746.2005855,,DC
328739406,31,5th & K St NW,31600,38.90304,-77.019027,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,11,7,398349.59483465,137242.93793811,,DC
328739407,32,19th & East Capitol St SE,31601,38.8896,-76.9769,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,5,10,402004.07538839,135751.07274551,,DC
328739408,33,Park Rd & Holmead Pl NW,31602,38.9308,-77.0315,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,9,9,397268.74809473,140324.82919203,,DC
328739409,34,Good Hope & Naylor Rd SE,31700,38.860227,-76.966572,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,2,9,402901.2905676,132490.726232,,DC
328739410,35,Connecticut Ave & Newark St NW / Cleveland Park,31305,38.934267,-77.057979,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,2,8,394973.09374685,140710.82140544,,DC
328739411,36,Randle Circle & Minnesota Ave SE,31702,38.878,-76.9607,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,10,1,403410.08514111,134463.86390983,,DC
328739412,37,Minnesota Ave Metro/DOES,31703,38.897063,-76.947446,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,6,9,404558.92450764,136580.58329247,,DC
328739413,38,Nannie Helen Burroughs & Minnesota Ave NE,31704,38.901385,-76.941877,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,9,2,405041.71541905,137060.65262358,,DC
328739414,39,Anacostia Metro,31801,38.862669,-76.994637,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,9,1,400465.45079874,132761.28847182,,DC
328739415,40,Good Hope Rd & MLK Ave SE,31802,38.867373,-76.988039,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,6,5,401038.0179126,133283.52133563,,DC
328739416,41,19th & E Street NW,31206,38.8952,-77.0436,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,4,7,396217.71315484,136373.36645763,,DC
328739417,42,4th & W St NE,31500,38.919077,-77.000648,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,6,8,399943.80500792,139023.00525965,,DC
328739418,43,10th & U St NW,31111,38.9172,-77.0259,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,14,1,397753.87564422,138814.96095752,,DC
328739419,44,Georgia Ave and Fairmont St NW,31207,38.9249,-77.0222,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,4,7,398074.95841142,139669.64140129,,DC
328739420,45,1st & N St  SE,31209,38.8743,-77.0057,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,31,7,399505.38183805,134052.41738498,,DC
328739421,46,20th St & Florida Ave NW,31110,38.9154,-77.0446,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,13,2,396132.05899493,138615.77216932,,DC
328739422,47,7th & T St NW,31109,38.9155,-77.0222,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,13,1,398074.70465287,138626.16224103,,DC
328739423,48,Eads St & 22nd St S,31013,38.854381,-77.053412,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,11,4,395363.87403378,131842.60323152,,
328739424,49,M St & New Jersey Ave SE,31208,38.8763,-77.0037,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,14,1,399678.94106865,134274.42351994,,DC
328739425,51,Massachusetts Ave & Dupont Circle NW,31200,38.9101,-77.0444,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,27,15,396149.11786763,138027.41994099,,DC
328739426,52,1st & M St NE,31603,38.9057,-77.0056,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,5,10,399514.27317303,137538.06239613,,DC
328739427,53,New Hampshire Ave & Ward Pl NW,31212,38.905711,-77.047318,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,16,3,395895.78260007,137540.33226657,,DC
328739428,54,17th & K St NW,31213,38.90276,-77.03863,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,15,7,396649.21425572,137212.39264868,,DC
328739429,55,3rd & H St NW,31604,38.899408,-77.015289,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,13,2,398673.76205224,136839.69580021,,DC
328739430,56,3rd & D St SE,31605,38.8851,-77.0023,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,4,6,399800.44743845,135251.28674748,,DC
328739431,57,Potomac & Pennsylvania Ave SE,31606,38.8803,-76.9862,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,5,10,401197.39591334,134718.53788821,,DC
328739432,58,13th & E St SE,31607,38.882915,-76.987907,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,5,10,401049.24479176,135008.80190085,,DC
328739433,59,17th & Corcoran St NW,31214,38.9121,-77.0387,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,6,12,396643.58195891,138249.21138577,,DC
328739434,60,Van Ness Metro / UDC,31300,38.944551,-77.063896,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,9,6,394460.8760265,141852.77834368,,DC
328739435,61,Florida Ave & R St NW,31503,38.9126,-77.0135,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,13,1,398829.1646746,138304.09064665,,DC
328739436,62,8th & Eye St SE / Barracks Row,31608,38.8792,-76.9953,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,7,4,400407.81504123,134596.34949947,,DC
328739437,63,Ward Circle / American University,31301,38.938736,-77.087171,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,4,9,392442.5577893,141208.93151752,,DC
328739438,64,Wisconsin Ave & Newark St NW,31302,38.934881,-77.072755,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,9,10,393692.03675799,140779.89807813,,DC
328739439,65,14th St Heights / 14th & Crittenden St NW,31402,38.947774,-77.032818,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,6,4,397155.14643993,142209.13309952,,DC
328739440,66,Anacostia Library,31804,38.865784,-76.9784,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,3,8,401874.56617125,133107.28439427,,DC
328739441,67,Pennsylvania & Minnesota Ave SE,31805,38.873057,-76.971015,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,8,3,402515.22051118,133914.81891889,,DC
328739442,68,Eastern Market / 7th & North Carolina Ave SE,31610,38.886952,-76.996806,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,5,10,400277.11058153,135456.87541854,,DC
328739443,69,14th St & New York Ave NW,31216,38.899632,-77.031686,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,8,15,397251.41977838,136864.92754697,,DC
328739444,70,Benning Branch Library,31705,38.894,-76.947974,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,5,6,404513.31564725,136240.53983015,,DC
328739445,71,USDA / 12th & C St SW,31217,38.886277,-77.028242,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,20,19,397549.70852812,135382.31936195,,DC
328739446,72,Georgetown Harbor / 30th St NW,31215,38.902221,-77.059219,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,4,15,394863.27537199,137153.51643639,,DC
328739447,73,12th & Newton St NE,31501,38.933668,-76.991016,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,7,4,400778.93906675,140642.76917646,,DC
328739448,74,US Dept of State / Virginia Ave & 21st St NW,31220,38.894919,-77.046587,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,6,9,395958.57590909,136342.30123407,,DC
328739449,75,L'Enfant Plaza / 7th & C St SW,31218,38.886266,-77.022241,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,6,9,398070.35828347,135380.95431573,,DC
328739450,76,10th St & Constitution Ave NW,31219,38.893028,-77.026013,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,11,20,397743.31133834,136131.67560302,,DC
328739451,77,Kennedy Center,31211,38.897293,-77.05557,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,7,11,395179.46081279,136606.27005869,,DC
328739452,78,Eastern Market Metro / Pennsylvania Ave & 7th St SE,31613,38.884,-76.995397,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,0,18,400399.37156595,135129.1858182,,DC
328739453,79,18th & M St NW,31221,38.905067,-77.041779,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,17,10,396376.18562535,137468.60859132,,DC
328739454,80,Tenleytown / Wisconsin Ave & Albemarle St NW,31303,38.947607,-77.079382,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,12,3,393118.69490052,142193.07513516,,DC
328739455,81,13th & H St NE,31611,38.900427,-76.98825,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,20,7,401019.23430662,136952.76750187,,DC
328739456,82,5th & F St NW,31620,38.897222,-77.019347,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,19,12,398321.70110602,136597.09913431,,DC
328739457,83,New York Ave & 15th St NW,31222,38.899032,-77.033354,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,13,5,397106.70593945,136798.37429303,,DC
328739458,84,Convention Center / 7th & M St NW,31223,38.905737,-77.02227,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,21,2,398068.36951337,137542.39041117,,DC
328739459,85,Harvard St & Adams Mill Rd NW,31112,38.927872,-77.043358,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,9,5,396240.42917895,140000.2175631,,DC
328739460,86,18th & L St NW,31224,38.903741,-77.042452,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,9,7,396317.74270625,137321.43879233,,DC
328739461,87,C & O Canal & Wisconsin Ave NW,31225,38.90375,-77.06269,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,6,16,394562.31341761,137323.44877775,,DC
328739462,88,Maine Ave & 7th St SW,31609,38.878694,-77.023054,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,10,9,397999.60967342,134540.4217425,,DC
328739463,89,D St & Maryland Ave NE,31612,38.894758,-76.997114,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,3,19,400250.36118988,136323.40169319,,DC
328739464,90,34th St & Wisconsin Ave NW,31226,38.916442,-77.0682,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,4,7,394085.43254774,138732.70732736,,DC
328739465,91,13th St & New York Ave NW,31227,38.900283,-77.029822,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,9,14,397413.13477499,136937.13928906,,DC
328739466,92,8th & H St NW,31228,38.8997,-77.023086,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,19,13,397997.42273853,136872.25229554,,DC
328739467,93,10th & Monroe St NE,31504,38.932514,-76.992889,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,4,10,400616.55446976,140514.65083001,,DC
328739468,94,Eckington Pl & Q St NE,31505,38.910972,-77.00495,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,15,7,399570.68391328,138123.29427771,,DC
328739469,95,6th & H St NE,31615,38.899972,-76.998347,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,18,5,400143.38766466,136902.19455674,,DC
328739470,96,3rd & H St NE,31616,38.900412,-77.001949,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,8,11,399830.93718412,136951.03859198,,DC
328739471,97,Bladensburg Rd & Benning Rd NE,31617,38.900413,-76.982872,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,15,0,401485.74030431,136951.28717624,,DC
328739472,98,4th & East Capitol St NE,31618,38.889955,-77.000349,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,4,7,399969.72212823,135790.22701798,,DC
328739473,99,Lincoln Park / 13th & East Capitol St NE,31619,38.890461,-76.988355,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,4,21,401010.26737857,135846.46135466,,DC
328739474,100,Branch & Pennsylvania Ave SE,31701,38.8692,-76.9599,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,1,10,403479.93073282,133487.02816607,,DC
328739475,101,13th & D St NE,31622,38.894832,-76.987633,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,22,9,401072.83909032,136331.6849909,,DC
328739476,102,New Hampshire Ave & T St NW,31229,38.91554,-77.03818,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,13,10,396688.84082399,138631.06089313,,DC
328739477,103,Metro Center / 12th & G St NW,31230,38.898364,-77.027869,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,31,8,397582.47982913,136724.06141167,,DC
328739478,104,14th & D St NW / Ronald Reagan Building,31231,38.894514,-77.031617,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,13,12,397257.20836553,136296.78677707,,DC
328739479,105,7th & F St NW / National Portrait Gallery,31232,38.897283,-77.022191,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,7,20,398074.99359994,136603.92674843,,DC
328739480,106,17th & K St NW / Farragut Square,31233,38.902061,-77.038322,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,24,11,396675.89775652,137134.78675859,,DC
328739481,107,20th & O St NW / Dupont South,31234,38.908905,-77.04478,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,3,16,396116.0947985,137894.78124868,,DC
328739482,108,4th & D St NW / Judiciary Square,31621,38.895344,-77.016106,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,3,11,398602.81213383,136388.57162835,,DC
328739483,109,19th St & Constitution Ave NW,31235,38.8923,-77.0436,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,21,12,396217.55940232,136051.44360649,,DC
328739484,110,37th & O St NW / Georgetown University,31236,38.90774,-77.071652,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,8,14,393785.30362802,137766.94307056,,DC
328739485,111,11th & H St NE,31614,38.899983,-76.991383,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,5,14,400747.47205932,136903.4496248,,DC
328739486,112,25th St & Pennsylvania Ave NW,31237,38.903827,-77.053485,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,2,13,395360.75356309,137331.48834951,,DC
328739487,113,Columbus Circle / Union Station,31623,38.89696,-77.00493,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,35,20,399572.33452251,136567.84875416,,DC
328739488,114,North Capitol St & F St NW,31624,38.897446,-77.009888,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,17,5,399142.24595819,136621.83352922,,DC
328739489,115,11th & M St NW,31266,38.905607,-77.027137,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,11,6,397646.21680293,137528.07359221,,DC
328739490,116,36th & Calvert St NW / Glover Park,31304,38.922581,-77.070334,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,15,0,393900.88891277,139414.32818096,,DC
328739491,117,14th & G St NW,31238,38.898409,-77.032278,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,5,16,397200.01914538,136729.18276662,,DC
328739492,118,Potomac Ave & 35th St S,31052,38.844015,-77.050537,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,4,19,395612.7850665,130691.76225178,,
328739493,124,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,31240,38.88412,-77.04657,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,7,24,395959.43911633,135143.52730167,,DC
328739494,125,11th & F St NW,31262,38.897857,-77.026975,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,9,5,397660.01398863,136667.7570737,,DC
328739495,126,23rd & E St NW,31260,38.896104,-77.049882,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,8,11,395672.80643508,136473.99663923,,DC
328739496,127,Lynn St & 19th St North,31014,38.897315,-77.070993,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,16,15,393841.56164086,136609.63967085,,
328739497,128,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,31015,38.8946,-77.072305,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,15,4,393727.51072873,136308.34254655,,
328739498,129,Clarendon Blvd & Pierce St,31016,38.893438,-77.076389,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,6,9,393373.11414719,136179.63995377,,
328739499,130,Wilson Blvd & N Uhle St,31017,38.891696,-77.0846,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,10,5,392660.61582418,135986.8924231,,
328739500,131,Rhodes St & 16th St N,31018,38.892164,-77.079375,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,6,5,393113.95026708,136038.43697471,,
328739501,132,Fairfax Village,31706,38.86559,-76.952103,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,4,11,404156.7748465,133086.6176774,,DC
328739502,133,21st St & Constitution Ave NW,31261,38.892459,-77.046567,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,7,7,395960.17160973,136069.22097211,,DC
328739503,134,Wilson Blvd & N Edgewood St,31019,38.889,-77.0925,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,7,7,391974.9565944,135688.28027547,,
328739504,135,Columbia Rd & Belmont St NW,31113,38.920669,-77.04368,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,7,11,396212.12597888,139200.636678,,DC
328739505,136,Rhode Island & Connecticut Ave NW,31239,38.905996,-77.039802,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,9,14,396547.71101083,137571.65850828,,DC
328739506,137,Thomas Circle,31241,38.9059,-77.0325,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,20,13,397181.05762675,137560.75091601,,DC
328739507,138,Wilson Blvd & N Franklin Rd,31020,38.8904,-77.0889,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,7,3,392287.43385198,135843.38082737,,
328739508,139,Clarendon Blvd & N Fillmore St,31021,38.8881,-77.09308,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,5,10,391924.53555307,135588.42446277,,
328739509,140,Clarendon Metro / Wilson Blvd & N Highland St,31022,38.88786,-77.094875,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,6,11,391768.77673525,135561.94292851,,
328739510,141,18th St & Pennsylvania Ave NW,31242,38.89968,-77.041539,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,20,7,396396.73056387,136870.59871663,,DC
328739511,142,4th & C St SW,31243,38.886372,-77.017701,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,36,3,398464.25352264,135392.63496554,,DC
328739512,143,4th & E St SW,31244,38.88412,-77.017445,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,8,11,398486.41642165,135142.64129491,,DC
328739513,144,3rd & G St SE,31625,38.881185,-77.001828,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,12,7,399841.39039203,134816.69073244,,DC
328739514,145,7th & R St NW / Shaw Library,31245,38.912719,-77.022155,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,11,3,398078.53235602,138317.44722014,,DC
328739515,146,9th & Upshur St NW,31404,38.9418,-77.0251,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,1,13,397824.00484445,141545.75347825,,DC
328739516,147,1st & Rhode Island Ave NW,31506,38.915417,-77.012289,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,0,13,398934.23503524,138616.78618346,,DC
328739517,148,Columbia Rd & Georgia Ave NW,31115,38.928121,-77.023795,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,8,11,397936.74344645,140027.23478731,,DC
328739518,149,California St & Florida Ave NW,31116,38.917761,-77.04062,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,16,3,396477.34162756,138877.70174796,,DC
328739519,150,Benning Rd & East Capitol St NE / Benning Rd Metro,31707,38.889935,-76.93723,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,17,2,405445.68021157,135789.87902946,,DC
328739520,151,3000 Connecticut Ave NW / National Zoo,31307,38.930282,-77.055599,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,6,8,395179.17550824,140268.32354902,,DC
328739521,152,Anacostia Ave & Benning Rd NE / River Terrace,31708,38.896544,-76.96012,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,9,4,403459.51281234,136522.41355417,,DC
328739522,153,M St & Pennsylvania Ave NW,31246,38.905126,-77.056887,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,12,7,395065.75667991,137475.86623703,,DC
328739523,154,15th St & Massachusetts Ave SE,31626,38.88732,-76.983569,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,10,5,401425.5417836,135497.84971905,,DC
328739524,155,Congress Heights Metro,31806,38.844711,-76.987823,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,2,12,401057.09871953,130767.87922723,,DC
328739525,156,N Quincy St & Glebe Rd,31035,38.876393,-77.107735,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,2,9,390651.55922442,134290.2570428,,
328739526,157,Barcroft Community Center,31033,38.850337,-77.100989,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,7,3,391233.72684756,131397.18311219,,
328739527,158,N Veitch St & 20th St N,31029,38.896923,-77.086502,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,6,9,392496.15967477,136567.28510903,,
328739528,159,10th & K St NW,31263,38.9024,-77.02622,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,19,4,397725.65241957,137172.04739912,,DC
328739529,160,Fairfax Dr & Wilson Blvd,31023,38.885801,-77.097745,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,4,7,391519.53488356,135333.64078152,,
328739530,161,Key Blvd & N Quinn St,31027,38.896355,-77.078408,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,7,4,393198.24035826,136503.59842391,,
328739531,162,1st & K St SE,31628,38.878854,-77.005727,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,15,0,399503.07062433,134557.94595692,,DC
328739532,163,39th & Calvert St NW / Stoddert,31306,38.922649,-77.077271,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,7,12,393299.34379144,139422.36308098,,DC
328739533,164,1st & Washington Hospital Center NW,31507,38.928743,-77.012457,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,4,11,398919.86707704,140096.08692818,,DC
328739534,165,Virginia Square Metro / Monroe St & 9th St N,31024,38.882788,-77.103148,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,9,10,391050.38685989,134999.69056817,,
328739535,166,Central Library / Quincy St & 10th St N,31025,38.88397,-77.10783,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,6,5,390644.30934888,135131.37099114,,
328739536,167,Washington Blvd & 10th St N,31026,38.884734,-77.093485,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,7,6,391889.01580315,135214.80848005,,
328739537,168,Jefferson Dr & 14th St SW,31247,38.888553,-77.032429,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,9,14,397186.53186857,135635.0937417,,DC
328739538,169,Smithsonian-National Mall / Jefferson Dr & 12th St SW,31248,38.888767,-77.02858,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,19,16,397520.46999936,135658.73782359,,DC
328739539,170,George Mason Dr & Wilson Blvd,31036,38.87887,-77.1207,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,1,14,389526.91727648,134566.63015205,,
328739540,171,6th St & Indiana Ave NW,31264,38.894573,-77.01994,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,11,8,398270.19576117,136303.05019148,,DC
328739541,172,N Veitch St & Key Blvd,31028,38.893237,-77.086063,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,5,6,392533.85610369,136158.07410917,,
328739542,173,Lee Hwy & N Adams St,31030,38.89593,-77.089006,YES,NO,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,NO,4,15,392278.83629398,136457.26307774,,
