duration,member,start_hour,dc
722,1,17,1
192,1,16,1
457,1,18,1
688,1,10,1
378,1,17,1
945,0,0,1
192,1,21,1
1253,1,14,1
649,1,11,1
787,1,8,1
179,1,16,0
5062,0,12,1
7648,0,11,1
1728,1,9,1
152,1,14,1
935,1,17,1
719,1,18,1
648,1,14,1
720,1,6,1
292,1,9,1
157,1,19,1
1431,0,17,1
2062,0,17,1
330,0,9,1
3658,0,16,0
514,1,17,1
278,1,17,1
10788,0,17,1
1600,1,20,1
1058,1,8,1
336,1,4,1
444,1,2,1
1396,1,16,1
880,0,15,1
1363,1,18,0
341,1,17,1
424,1,19,0
63,0,7,1
1033,1,11,1
587,1,9,1
444,1,7,1
411,1,17,1
490,1,8,1
247,1,7,1
1145,0,13,1
394,1,8,1
155,1,8,0
1023,1,13,1
340,1,19,1
7287,0,19,1
320,1,10,1
488,1,17,1
368,1,7,1
729,1,16,1
1760,0,10,0
1117,1,17,1
1141,1,9,0
258,1,19,1
1235,0,12,1
4704,0,16,0
474,1,15,1
1411,1,20,1
182,1,9,0
463,1,18,1
15859,1,9,1
583,1,13,1
187,1,16,1
306,1,19,1
1092,0,13,1
268,1,20,0
663,1,11,1
358,1,8,1
764,1,18,1
535,1,8,0
477,1,12,1
4857,0,1,1
277,1,10,1
2027,1,21,1
1495,1,14,1
674,1,17,1
474,1,16,0
580,1,20,1
312,1,18,1
785,1,9,1
1257,0,15,1
1580,1,16,1
2947,1,15,1
732,1,14,1
5186,1,6,1
905,1,21,1
375,0,17,1
551,1,13,1
527,1,15,0
328,1,11,1
1081,1,8,1
1543,0,1,1
518,1,18,1
1924,0,23,1
1760,1,15,1
433,1,21,1
320,1,17,0
523,1,19,0
257,1,12,1
971,1,9,1
2243,0,15,1
246,1,20,1
1006,1,20,1
678,1,8,1
1416,0,18,1
888,1,20,1
461,1,15,1
406,1,20,1
1488,0,12,1
701,1,17,1
372,1,10,0
589,1,15,1
472,1,15,1
828,0,15,1
1162,1,17,1
1194,0,15,1
3208,1,19,1
1088,0,15,1
5122,0,10,1
1522,0,13,1
473,1,16,1
231,1,12,1
265,1,15,0
5704,0,17,0
284,1,8,1
1925,1,19,1
261,1,20,1
484,1,6,1
782,1,12,1
1092,0,13,1
527,1,11,0
387,1,15,1
474,1,19,1
297,1,18,1
445,1,18,1
1062,1,20,1
148,1,5,1
254,1,21,1
1009,1,16,1
717,1,18,1
659,1,14,1
201,1,13,1
1047,1,12,1
565,1,17,1
653,1,17,1
590,1,17,1
706,1,0,1
1190,1,13,1
1726,1,11,1
1459,1,8,1
645,1,17,1
611,1,9,1
539,0,14,1
280,1,17,0
270,1,20,1
326,1,20,1
1095,0,16,1
3285,0,17,1
1182,1,13,1
435,1,7,1
1587,1,8,0
505,1,15,1
208,1,12,1
113,1,18,0
1035,1,16,0
386,1,12,1
1643,1,10,1
2248,0,17,1
1007,0,16,1
3550,0,20,1
1906,1,7,1
877,1,15,1
242,1,15,1
578,1,18,0
1811,1,6,1
904,1,15,1
292,1,7,1
966,1,16,1
1475,1,11,1
7774,0,15,1
308,1,13,1
105,1,14,1
763,0,20,1
1267,1,17,1
502,1,17,1
1674,0,18,1
429,1,8,1
482,1,21,1
604,1,18,1
1093,1,18,1
1123,1,21,1
411,1,16,1
455,1,14,1
327,1,7,1
450,1,6,1
1048,1,8,1
684,1,10,1
289,1,8,1
363,1,20,1
1672,1,14,1
875,1,15,1
1703,1,9,1
1094,1,8,1
951,1,11,1
593,1,9,1
2255,0,10,1
1173,1,20,1
563,1,14,0
357,1,12,1
332,1,9,1
668,1,14,1
895,0,20,1
590,1,20,1
1689,1,8,1
279,1,5,1
232,1,8,1
517,1,18,1
340,1,17,1
1336,0,20,1
390,1,18,1
677,1,6,1
312,1,17,1
300,1,8,0
891,1,14,1
199,1,17,1
1531,1,16,1
769,0,15,0
588,1,9,1
388,1,19,1
438,1,15,1
665,1,14,1
1336,1,19,0
1051,0,10,1
670,1,8,1
620,1,14,0
482,1,17,1
522,1,19,1
417,1,11,1
278,1,15,1
1386,0,11,1
468,1,13,1
567,1,17,1
2727,1,15,1
534,1,15,1
529,1,16,0
464,1,9,1
214,1,14,1
2088,0,14,0
901,1,20,1
1446,1,9,0
1496,1,15,1
810,1,17,1
834,1,10,1
201,1,20,1
666,1,14,1
995,0,17,1
204,1,17,1
243,1,9,1
744,1,18,1
461,1,16,1
743,1,16,1
1195,1,13,1
711,1,13,1
910,1,8,1
1101,1,20,0
1175,1,18,1
551,1,8,1
160,1,8,1
2036,0,19,1
449,1,17,1
4853,0,14,1
1050,1,16,1
778,1,18,0
659,1,16,1
412,0,12,1
324,1,7,1
738,1,8,1
226,1,7,1
1370,0,18,1
153,1,7,0
146,1,6,1
316,1,12,1
701,1,20,1
512,1,11,1
3368,0,12,1
900,1,14,0
1192,1,18,1
1855,1,13,1
629,1,6,1
802,1,17,1
576,1,18,1
1971,1,15,0
771,1,16,1
1434,1,8,1
592,1,16,1
191,1,9,1
291,1,17,1
1391,1,7,1
1115,1,4,0
952,1,8,1
1175,1,9,1
494,1,17,1
770,1,18,1
1501,1,18,0
683,1,8,1
169,1,12,1
2904,1,9,1
1030,0,12,1
1566,1,14,1
281,1,10,0
1095,0,11,1
739,1,9,1
414,1,17,1
307,1,17,1
1097,1,17,1
246,1,22,1
1651,1,20,1
763,1,16,1
149,1,23,1
586,1,14,1
255,1,14,1
1159,1,9,1
2257,1,17,1
360,1,18,1
319,1,9,1
612,1,15,1
181,1,17,1
600,1,8,1
744,1,11,1
772,1,17,1
504,0,8,1
6289,1,13,1
1038,1,20,1
1229,0,17,0
1408,1,22,1
815,1,18,1
1030,1,19,1
714,1,18,1
193,1,6,0
411,1,8,0
445,1,14,1
901,1,16,0
241,1,9,0
356,1,20,1
796,0,14,1
239,1,19,1
784,1,7,0
766,1,18,1
253,1,18,0
356,1,20,1
1056,0,7,0
390,1,13,1
348,1,22,1
784,1,1,1
975,1,17,1
304,1,11,1
4344,0,14,1
653,1,12,1
999,1,8,1
729,1,16,0
5709,0,14,1
443,1,15,1
591,1,8,1
330,1,11,1
1789,1,15,1
1015,1,18,1
2516,0,12,1
1096,1,20,1
815,1,14,1
620,1,22,1
3194,1,11,1
987,1,21,1
27085,0,2,0
960,1,16,1
74,1,15,1
573,1,21,1
1022,1,17,1
299,1,13,0
266,1,8,1
749,1,13,1
523,1,21,1
389,1,21,1
515,1,20,1
1458,1,9,1
723,1,6,1
330,1,8,1
626,1,14,1
1394,0,18,1
895,0,12,1
414,1,7,1
688,1,5,1
591,1,13,1
2378,0,21,0
860,1,19,1
1079,1,18,1
1175,1,17,1
2531,0,14,1
397,1,7,0
10760,1,8,1
401,1,7,0
1317,1,13,1
2410,0,0,1
207,1,13,0
296,1,17,1
2445,0,11,1
332,1,16,1
500,1,17,1
1328,1,8,0
328,1,8,1
3007,0,16,1
229,1,8,1
528,1,14,1
804,1,16,1
182,1,8,0
242,1,13,1
3201,0,0,1
517,1,7,1
144,1,7,1
165,1,17,1
576,1,7,1
1379,1,9,1
1050,1,18,1
269,1,14,1
1533,0,14,1
505,0,13,1
943,1,17,1
408,1,0,1
330,1,13,1
1513,0,20,1
360,1,21,1
478,1,18,1
1110,1,6,1
317,1,17,1
476,1,10,1
253,1,17,0
1617,1,18,1
335,1,16,1
325,1,17,1
2518,0,20,1
390,1,8,1
896,0,18,1
1069,1,15,1
1141,1,5,1
690,1,12,1
1109,1,8,1
252,1,7,1
547,1,16,1
1423,1,14,1
416,1,16,1
929,1,12,1
3494,1,16,1
554,1,8,1
415,1,16,1
641,1,20,1
402,1,7,1
438,0,17,1
838,1,9,1
2296,1,20,1
940,1,19,1
1108,1,21,1
2449,1,23,1
1247,1,20,1
531,1,6,0
1407,1,17,1
1359,1,17,1
429,1,9,1
608,1,15,1
565,1,18,1
194,1,6,1
355,1,19,1
699,1,8,1
259,1,6,1
389,1,6,1
1170,1,10,1
719,1,10,1
1201,1,12,0
464,1,10,1
398,1,23,1
1325,1,8,1
868,1,20,1
348,1,20,1
425,1,8,1
589,1,17,1
423,1,18,1
1224,0,16,1
1342,1,9,1
490,1,12,1
586,1,10,0
716,1,19,1
894,1,19,0
531,1,7,1
3951,0,11,1
1356,0,16,1
1855,1,12,1
956,1,11,1
509,1,15,1
273,0,22,1
215,1,21,1
2597,0,17,1
1140,1,16,1
434,0,17,1
73,1,5,1
1178,1,20,1
389,1,17,1
373,1,1,1
209,1,14,1
569,1,21,1
597,1,17,1
197,1,18,1
163,1,17,0
895,1,13,1
960,1,14,1
217,1,18,1
552,1,8,1
1014,0,12,1
743,1,12,0
1065,1,8,1
367,1,15,1
832,1,12,1
448,1,23,1
806,1,18,1
4947,1,13,1
808,1,7,1
828,1,21,1
1006,1,9,1
1238,1,16,1
507,1,17,1
68,1,2,1
575,1,7,0
342,1,12,0
1593,1,18,1
1237,0,10,0
707,0,16,1
574,1,16,1
1539,1,16,1
256,1,18,1
390,1,8,1
1192,1,15,1
388,1,19,1
275,1,8,1
768,1,8,0
936,1,20,1
759,1,20,1
875,1,9,1
567,1,23,1
243,1,20,1
608,1,14,0
468,1,18,1
1262,1,8,1
304,1,19,1
619,0,17,0
8164,0,10,0
480,1,1,1
688,1,8,1
501,1,17,1
375,1,6,1
470,1,22,1
269,1,20,1
203,1,8,0
448,1,19,1
1260,1,11,1
547,1,8,1
632,1,7,1
193,1,21,1
1644,1,20,1
833,1,7,1
4988,0,20,1
170,1,12,1
250,1,13,1
1232,1,19,1
357,1,15,1
321,1,13,1
1334,1,9,1
313,1,7,1
720,0,21,1
197,1,7,0
3261,0,16,1
168,1,6,0
634,1,13,1
307,1,6,0
222,1,8,1
5566,0,12,1
108,1,21,1
1764,1,16,1
560,1,17,1
439,1,18,1
608,1,8,1
1287,1,7,1
2072,1,17,1
2234,1,13,1
1608,1,12,0
1066,1,5,1
1012,1,11,1
924,1,10,1
1648,1,16,1
345,1,7,1
1587,1,15,1
716,1,12,1
1284,0,15,1
440,0,11,1
830,1,14,1
1391,0,9,1
156,1,11,1
1585,0,12,1
464,1,8,1
1055,1,13,1
690,1,9,1
1114,1,9,0
1136,1,11,1
549,1,0,1
737,1,20,1
364,1,17,1
575,1,8,1
672,1,16,1
368,1,10,1
285,1,19,0
182,1,23,1
506,1,6,1
941,0,16,0
649,1,9,1
332,1,20,1
1084,1,7,1
464,1,15,1
590,1,23,1
1420,1,15,1
622,1,15,1
330,1,5,1
656,1,18,1
288,1,9,1
210,1,7,1
1290,1,12,1
280,1,19,1
862,0,4,1
318,1,18,1
672,1,8,1
784,1,9,1
468,1,21,1
659,1,14,1
506,1,15,1
452,1,8,1
1133,1,9,1
164,1,9,1
306,1,8,1
1567,1,8,1
539,1,6,1
1285,0,12,1
414,1,13,0
186,1,17,1
169,1,16,1
345,1,18,0
816,1,19,1
1603,0,17,1
1284,0,15,1
634,1,19,1
815,1,9,1
804,1,15,1
277,1,17,1
603,1,10,1
460,1,8,1
2958,0,13,0
317,0,16,1
738,1,7,1
711,1,10,1
692,1,14,1
515,1,8,1
1226,0,14,1
11677,0,11,1
779,0,19,1
576,1,19,1
220,1,15,1
2187,1,13,0
949,1,10,1
790,1,8,1
1524,0,17,1
846,1,7,1
379,1,23,1
1212,0,7,1
636,1,17,1
1243,1,7,1
1612,1,15,1
533,1,19,1
392,0,16,0
3573,1,13,1
285,1,13,1
799,1,14,1
1228,1,18,1
876,1,17,1
1217,0,9,0
305,1,11,1
701,1,17,1
139,1,17,1
451,1,0,0
829,1,14,1
577,1,9,1
415,1,13,1
830,1,8,1
473,1,19,1
602,1,19,1
243,1,19,1
1466,1,16,0
606,1,9,1
598,1,6,0
378,1,9,1
1869,1,17,1
114,0,18,1
2160,1,17,1
1462,1,10,1
1090,1,8,1
566,1,13,1
287,1,9,1
993,1,12,1
259,1,17,1
1046,1,13,1
722,1,17,1
361,1,21,1
860,1,21,1
781,1,18,1
364,1,8,1
565,1,10,1
924,1,20,1
176,1,22,1
1759,1,20,0
875,1,18,1
1218,1,15,1
899,1,17,1
5429,1,0,1
4233,0,17,1
349,1,11,1
6084,0,12,1
436,1,17,1
382,1,6,0
814,1,15,1
562,1,16,1
1421,1,8,1
461,0,14,1
455,1,9,1
245,1,14,1
165,1,8,1
1391,0,9,1
612,1,8,0
739,1,19,1
485,1,0,1
383,1,8,1
1210,1,16,1
494,1,17,1
911,1,17,1
382,1,17,1
1113,1,16,1
963,0,17,1
1401,0,15,1
1478,1,15,1
735,1,15,1
406,1,13,1
568,1,7,1
1497,1,16,0
163,1,18,1
140,1,19,1
193,1,8,0
253,1,14,1
1300,1,14,1
713,0,17,1
1183,1,17,1
717,1,16,0
1270,1,17,1
657,1,12,1
5471,0,16,1
431,1,13,1
434,1,13,1
103,1,13,1
461,1,17,1
327,1,16,1
1460,0,13,1
667,1,12,1
1044,1,18,1
1639,1,16,1
475,1,8,1
168,1,13,1
221,1,20,1
175,1,18,1
460,1,13,1
1056,1,11,1
1399,1,20,1
428,0,16,1
772,1,18,1
758,1,7,1
157,1,9,1
890,1,12,1
3562,1,10,0
664,1,9,0
791,1,16,1
313,1,22,1
689,1,18,1
1527,0,17,0
1356,0,23,1
687,1,23,1
480,1,12,1
1295,1,17,1
685,1,16,1
557,1,6,1
1037,1,22,1
828,1,9,1
1190,1,16,1
207,1,19,0
198,1,6,1
1341,1,17,1
756,0,16,0
1255,0,14,1
699,1,16,1
693,1,17,1
5288,0,20,1
316,1,17,1
1319,1,9,1
1177,1,15,1
1893,0,16,1
795,1,22,1
499,1,8,1
1688,0,18,1
4380,0,15,1
444,1,21,1
1236,1,17,1
2614,0,14,1
909,1,8,1
674,1,17,1
1855,1,21,1
212,1,10,1
560,1,19,1
1106,1,16,1
315,1,21,1
366,1,12,1
211,1,8,1
1236,0,13,1
159,1,15,1
580,1,18,1
6805,1,11,1
497,1,14,1
204,1,11,1
2249,0,12,1
102,1,13,1
211,1,20,1
396,1,15,1
839,1,21,1
649,1,16,0
1128,1,9,0
620,1,14,1
227,1,18,0
298,1,5,1
879,1,20,1
1239,1,18,1
405,1,16,1
1826,1,17,1
1174,0,1,1
702,1,17,1
1825,0,13,1
385,1,17,1
1359,0,17,1
1282,1,9,1
556,1,7,1
914,1,8,1
1144,1,18,1
437,1,9,0
676,1,16,1
974,1,18,1
826,1,20,1
174,1,8,1
637,1,9,1
308,1,15,1
1359,1,10,0
1812,0,17,1
461,1,23,1
1278,0,16,1
2188,1,21,1
1213,0,18,1
446,1,19,1
270,1,14,1
668,1,11,0
154,1,7,1
1449,0,13,1
406,1,19,1
1338,1,14,1
659,0,11,0
788,1,19,0
467,1,12,1
1253,1,16,1
443,1,13,1
1941,0,14,1
776,1,7,0
293,1,8,1
900,1,12,1
273,1,20,0
1286,1,7,1
776,1,17,1
1069,0,8,1
1959,1,8,1
195,1,16,1
548,1,5,1
605,1,9,1
679,0,20,1
256,1,15,1
1318,1,18,1
1227,0,15,0
1794,1,13,1
873,1,18,0
229,0,19,1
984,1,16,1
498,1,2,1
2053,1,16,0
860,1,17,1
211,1,5,1
598,1,15,1
833,1,17,1
406,1,20,0
294,1,11,1
736,1,8,1
289,1,7,1
1408,1,12,1
201,1,10,1
1349,1,17,0
664,1,8,1
847,1,6,1
493,1,18,0
645,1,16,1
1231,1,6,1
826,1,19,1
417,1,10,1
858,1,17,1
591,1,20,1
3095,0,11,1
341,1,17,0
429,1,9,1
630,1,17,1
512,1,18,1
1238,0,11,1
1195,1,10,1
425,1,9,1
709,1,16,0
915,1,8,1
342,1,11,1
804,1,19,1
743,1,6,1
742,1,17,1
2262,1,11,1
216,1,16,0
437,1,14,1
1498,1,9,1
479,1,16,1
560,1,17,0
285,1,14,1
3640,1,15,1
257,1,13,0
2488,1,14,1
2452,1,13,1
934,1,17,0
1035,1,13,1
426,1,13,1
877,1,6,1
754,1,2,0
780,1,8,1
223,1,8,0
1046,1,8,1
286,1,9,1
989,1,11,1
153,1,17,1
564,1,8,1
1751,0,22,1
1475,0,7,1
17737,1,8,1
1425,1,18,1
402,1,10,1
837,1,17,1
3298,0,18,1
716,1,16,1
395,1,8,1
432,1,8,1
537,1,13,1
449,1,17,1
304,1,13,1
8196,0,10,1
989,1,17,1
605,1,19,1
10331,0,11,1
1383,1,16,1
777,0,20,1
1787,1,6,0
450,1,9,1
12511,1,14,1
931,0,19,1
499,1,17,0
430,1,7,0
946,0,13,0
130,1,17,1
940,1,16,1
402,1,12,1
196,1,6,1
3016,1,13,1
2922,0,13,1
309,1,8,1
634,1,16,1
772,1,22,1
474,0,18,1
1322,1,18,0
767,1,0,1
650,1,6,0
406,1,17,0
167,1,18,1
384,1,17,0
721,1,20,1
582,1,20,1
862,1,8,0
648,1,18,1
1026,0,13,1
1671,1,8,1
262,1,18,1
1177,1,16,1
440,1,10,1
3536,1,16,1
196,0,23,1
765,1,13,1
891,1,11,1
1415,1,18,1
3745,0,6,0
1250,0,20,0
610,1,16,1
1650,0,16,1
529,1,11,1
778,1,14,1
716,1,10,1
830,1,7,1
3802,1,6,1
782,1,17,1
398,1,17,0
1298,1,21,1
640,1,7,1
492,1,11,1
953,1,17,1
497,1,16,1
479,1,7,0
180,1,8,1
211,1,18,1
898,1,19,1
263,1,13,1
670,1,7,1
315,1,22,1
4175,0,12,1
138,1,23,1
1126,1,17,1
754,1,8,1
1264,1,16,1
800,1,17,1
306,1,17,1
3873,0,13,1
318,1,22,1
4799,1,13,1
235,1,19,1
206,1,13,1
636,0,18,1
952,1,14,1
6237,0,15,1
2652,1,15,0
551,1,20,1
1257,1,18,0
902,1,15,1
782,1,16,1
241,1,7,1
1076,1,18,1
575,1,19,1
475,1,16,1
293,1,8,0
496,1,12,1
445,1,14,1
473,1,15,1
931,1,11,0
639,1,10,1
1248,1,9,1
1393,1,17,1
542,1,15,1
1703,1,18,1
956,1,8,0
173,1,9,0
996,0,14,1
625,1,16,0
307,1,11,1
249,1,8,1
375,1,10,1
745,1,4,1
6852,0,18,1
166,1,14,1
288,0,18,1
613,1,16,1
955,1,17,1
160,1,10,1
998,1,6,1
1306,1,18,1
213,1,18,1
683,1,15,1
240,1,7,1
5393,0,14,1
888,1,14,1
1448,1,8,0
4459,0,13,0
674,0,13,1
468,1,16,1
618,1,17,1
396,1,20,1
905,1,16,0
1009,0,15,1
1638,0,17,0
1015,0,17,1
492,1,18,1
132,1,16,1
482,1,18,1
2019,1,12,1
585,1,20,1
1570,0,20,1
1031,1,16,0
474,1,9,1
1533,0,12,1
627,1,8,0
2033,1,9,1
1489,1,7,1
1384,1,9,1
1011,0,9,1
574,1,9,1
545,1,8,1
1216,1,17,1
1446,1,18,1
837,1,1,0
1106,0,13,1
2232,1,17,1
1045,1,8,1
976,1,14,1
506,1,17,1
1443,1,17,1
784,1,9,0
509,1,8,1
607,1,7,1
843,0,18,1
1213,1,11,1
943,1,4,1
596,1,12,1
638,1,16,1
1121,0,17,1
1195,1,17,1
172,1,13,1
147,1,6,1
621,1,7,1
229,1,20,1
691,1,12,1
245,1,19,1
677,1,3,1
752,1,16,1
896,1,14,1
216,1,17,1
102,1,18,1
834,1,8,1
1120,1,18,1
293,0,11,0
321,1,20,1
1204,1,8,1
460,1,19,1
896,0,13,1
426,1,19,1
1060,0,11,1
539,1,6,1
878,0,15,1
364,1,13,0
1720,0,18,1
483,1,14,0
634,0,20,1
716,1,23,1
227,1,0,1
571,1,17,1
479,1,7,1
364,1,13,1
10478,1,22,1
254,1,18,1
454,1,7,1
452,1,11,1
1304,1,13,1
1280,1,22,1
239,1,8,1
660,1,5,1
743,1,19,1
413,1,23,1
1334,0,18,1
1732,0,10,1
206,1,20,1
1125,1,20,1
456,1,9,1
319,1,16,1
451,0,14,0
1788,1,12,1
200,1,20,1
814,0,14,0
2452,0,13,1
327,1,20,1
1647,0,15,1
1396,1,9,1
366,1,8,1
513,0,18,1
515,1,14,1
5311,0,6,1
1288,1,15,1
843,1,13,1
945,1,9,1
1696,1,13,1
374,1,12,0
897,1,16,1
818,1,17,1
163,1,5,1
823,0,20,1
846,1,2,1
239,1,8,1
314,1,8,1
815,0,11,1
1686,1,11,1
806,1,19,1
673,1,13,1
765,0,18,1
1589,1,18,1
394,1,6,1
1271,0,16,1
6953,0,22,1
787,1,17,1
308,1,17,1
277,1,17,1
494,1,18,0
258,1,13,1
3498,1,19,1
106,1,11,1
854,1,8,1
990,1,9,1
450,1,15,1
460,1,7,1
360,1,8,0
4545,1,12,1
693,1,17,1
425,1,19,1
1080,1,13,1
611,1,15,1
289,1,8,1
1304,1,19,1
1838,1,11,1
189,1,17,1
884,1,17,1
532,1,8,1
169,1,7,0
1147,1,19,1
2662,0,16,1
7863,1,11,1
365,1,21,1
1818,1,10,1
660,0,15,1
311,1,5,0
1395,0,17,1
423,1,11,1
431,1,18,1
952,1,18,1
763,1,18,0
581,1,14,1
713,1,9,1
385,1,8,1
665,1,8,1
4432,0,22,1
1188,0,10,1
1295,1,6,1
735,1,6,1
225,1,22,1
368,1,7,1
438,1,11,1
282,1,11,1
1136,1,18,1
1020,1,18,1
390,1,21,0
117,1,11,0
180,1,20,1
3127,0,16,1
218,1,22,1
287,0,20,1
588,1,13,1
301,1,14,0
2763,0,15,0
275,1,12,1
768,1,14,1
157,1,18,1
1566,0,12,1
1182,1,7,1
360,1,8,0
1582,1,11,1
734,1,7,1
517,1,16,1
696,1,11,1
1029,1,16,1
362,1,16,1
1584,1,8,1
439,1,9,1
958,1,8,1
470,1,13,1
613,1,12,0
274,1,7,1
1256,1,21,1
627,1,15,1
482,1,8,1
69,0,10,1
670,1,7,1
452,1,15,1
1383,1,12,1
193,1,18,1
3550,0,10,1
742,1,9,1
1274,1,10,1
339,1,14,1
441,1,23,0
1040,1,15,1
778,1,12,1
782,1,18,1
2501,0,21,0
541,1,15,1
547,1,17,1
577,1,20,1
703,1,18,1
770,1,8,1
333,1,16,1
663,1,5,1
1239,1,12,1
1702,1,17,1
740,1,18,1
299,1,20,1
403,1,19,1
502,1,19,1
647,1,16,1
457,0,17,0
194,1,18,1
1630,1,23,1
462,0,5,1
657,1,12,1
373,1,7,1
756,1,13,1
854,1,12,1
540,1,13,0
248,1,13,1
1088,0,0,1
680,0,17,1
572,1,12,1
335,1,9,1
5524,0,16,1
354,1,12,1
400,1,14,1
4300,1,20,1
427,1,6,1
523,1,23,0
221,1,9,1
4062,0,13,1
334,1,22,1
556,1,17,1
933,0,10,1
509,1,13,1
350,1,12,1
458,1,9,1
737,1,8,0
116,1,17,1
759,1,13,1
881,1,22,1
872,1,16,1
2399,0,16,1
337,1,22,1
1312,1,8,1
367,1,5,0
261,1,14,1
1163,1,13,1
219,1,12,1
5776,0,13,1
337,1,19,1
717,1,18,1
943,1,11,1
2926,1,11,0
607,1,17,1
782,1,8,1
1838,1,10,1
20081,0,11,1
225,1,8,1
386,1,21,1
623,1,11,1
1078,0,20,1
1143,1,9,1
939,1,5,1
728,1,8,1
139,1,16,1
1485,1,15,1
1423,1,18,1
1597,1,9,0
2167,0,13,1
776,1,16,1
779,1,20,1
1870,1,17,1
1390,1,8,1
1518,0,11,1
488,1,17,1
1223,1,8,0
741,1,10,0
372,1,15,1
896,1,20,1
953,1,8,1
157,1,9,1
394,1,13,1
596,1,19,1
1152,0,17,1
808,0,17,1
366,1,14,1
314,1,14,1
96,1,12,1
524,1,17,1
678,1,0,1
183,1,16,1
7323,0,18,1
710,1,20,1
3386,1,16,1
686,1,16,1
1339,1,19,1
577,1,0,0
632,1,13,1
1206,1,15,1
598,1,13,1
1319,1,7,1
459,1,1,1
730,1,21,1
650,0,13,1
411,1,20,1
618,1,8,1
728,1,18,1
122,1,19,1
9896,1,19,1
786,1,14,1
434,1,10,1
891,0,17,1
115,1,7,1
509,1,8,1
286,1,7,1
601,1,18,0
539,1,10,1
454,1,8,1
257,1,8,1
183,1,11,1
2741,0,17,1
339,1,8,1
1534,1,17,1
187,1,7,1
877,1,14,1
2718,0,14,1
225,1,16,1
1409,1,16,1
522,1,17,1
1720,1,9,1
233,1,19,1
1989,1,18,1
1138,1,15,1
709,1,1,1
124,1,11,1
986,1,8,1
1107,1,16,1
501,1,17,0
3945,0,15,1
1104,1,17,1
1122,1,10,1
580,1,9,1
1043,1,13,1
1319,0,16,1
359,1,18,1
471,1,17,1
945,1,21,1
9838,1,22,1
751,1,8,1
235,1,15,1
1107,1,8,1
569,1,8,1
2147,1,17,1
161,1,19,1
209,1,23,1
108,1,7,1
1534,1,14,1
977,1,17,1
220,1,5,1
1265,1,19,1
445,1,12,1
811,1,16,1
2655,1,22,1
1492,0,10,0
1043,1,17,1
485,1,8,1
166,1,13,1
975,1,16,1
308,1,10,1
489,1,20,1
3553,1,9,1
3855,1,20,1
975,1,17,1
905,1,12,1
110,1,7,0
589,1,5,1
455,1,5,1
933,1,17,1
334,1,11,1
1478,0,14,1
636,1,7,1
11914,0,3,1
525,1,16,1
1051,1,13,0
366,1,17,1
721,1,14,1
1154,1,8,1
929,1,18,1
2245,0,11,1
907,1,8,1
1363,0,12,1
557,0,20,0
418,1,11,1
485,1,23,1
270,1,8,0
136,1,19,0
1352,1,20,1
1447,1,11,1
993,1,18,1
153,1,8,0
6026,1,9,1
1800,0,14,1
2099,1,11,1
2123,1,14,1
763,1,13,1
367,1,13,1
590,1,21,1
1549,1,10,1
1604,0,14,1
726,1,19,1
592,1,23,1
1451,1,18,1
1795,1,16,1
510,1,17,1
1080,1,6,1
322,1,17,1
1206,1,7,1
1078,1,23,1
1127,1,11,1
14488,0,14,1
388,1,13,0
226,1,9,1
284,1,8,1
5463,0,5,1
469,1,16,0
1056,1,18,1
901,1,14,1
1429,0,11,1
285,1,16,1
273,1,11,1
206,1,20,1
601,1,18,1
1588,0,10,1
183,1,15,1
614,1,17,1
689,0,18,1
751,1,8,1
474,1,16,1
940,1,15,1
409,1,18,1
347,1,20,0
364,0,2,1
639,1,6,1
391,1,21,1
245,1,15,1
527,1,13,1
581,1,21,1
220,1,15,1
1809,1,22,1
212,1,17,0
8072,0,11,1
403,1,16,1
463,1,14,1
7895,1,16,1
1888,1,14,1
981,1,13,1
509,1,16,1
832,1,9,1
1335,1,13,1
1396,1,11,1
627,1,17,1
1124,1,17,1
1145,1,10,1
398,1,11,1
499,1,14,0
693,0,16,1
583,1,21,1
1426,1,15,1
2957,0,9,1
340,1,9,1
260,1,15,1
6088,1,13,1
1250,1,8,0
145,1,15,1
394,1,18,0
298,1,18,1
795,1,17,1
1917,0,10,1
505,1,17,1
455,1,11,1
626,1,15,0
5053,0,13,0
2674,1,16,1
359,1,11,1
792,0,17,0
1574,0,18,1
1118,1,6,1
1289,1,7,1
171,1,8,1
1756,0,15,1
317,1,14,1
81,1,11,1
621,1,18,1
259,1,12,1
583,1,20,1
1123,1,9,1
449,1,10,1
18672,1,5,1
1811,1,11,1
358,1,17,1
1442,1,18,1
334,1,17,1
1396,0,22,0
1304,0,21,1
346,1,18,1
3276,0,20,1
4244,1,19,1
697,0,12,1
590,1,10,1
728,1,20,1
599,1,9,1
1018,1,15,1
553,1,19,1
737,1,16,1
416,1,9,1
1237,1,16,1
614,1,18,1
270,1,16,1
720,1,7,1
233,1,21,1
348,1,18,1
730,1,8,1
1079,1,7,1
1637,1,17,1
259,1,17,1
766,1,15,1
1622,0,13,1
618,1,18,1
1027,1,8,1
490,1,19,1
458,1,11,1
1125,1,9,0
1522,1,17,1
718,1,19,1
419,1,9,1
1195,1,9,1
1021,0,19,1
301,1,18,1
1398,0,14,1
600,1,16,1
523,1,22,1
222,1,8,1
1086,1,17,1
548,1,21,1
1342,1,17,1
532,1,18,1
4220,0,13,1
1256,0,11,1
855,1,7,1
3254,0,18,0
439,1,8,0
739,1,16,1
841,1,20,1
538,1,12,1
510,1,18,0
